FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
E56A2083,中國鋼鐵股份有限公司(第二小鋼胚表面處理工場),2014年第3季,,公噸,0.755,公噸,,公噸,,公噸,完成年申報審查
E56A1233,亞港造船股份有限公司,2014年第3季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5401722,台灣塑膠工業公司第四工廠,2014年第3季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5005211,亞東預拌混凝土股份有限公司大順廠,2014年第3季,,公噸,1.948,公噸,,公噸,,公噸,完成年申報審查
A4100064,國產實業建設股份有限公司,2014年第3季,,公噸,2.548,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2014年第2季,,公噸,0.708,公噸,,公噸,,公噸,完成申報
T5200634,鳳勝實業股份有限公司高樹廠,2014年第2季,,公噸,2.906,公噸,,公噸,,公噸,完成申報
T5006243,富喬砂石有限公司,2014年第2季,,公噸,8.065,公噸,,公噸,,公噸,完成補件
S29A1112,臺灣水泥股份有限公司鼓山水泥製品廠路竹分廠,2014年第2季,,公噸,0.67,公噸,,公噸,,公噸,完成年申報審查
S2804557,綠建股份有限公司阿蓮廠,2014年第2季,,公噸,0.005,公噸,,公噸,,公噸,完成年申報審查
S2601234,東遠股份有限公司燕巢廠,2014年第2季,,公噸,1.971,公噸,,公噸,,公噸,完成年申報審查
S24A0872,介慶企業股份有限公司鳥松廠,2014年第2季,,公噸,0.22,公噸,,公噸,,公噸,完成年申報審查
S2202419,太爺企業股份有限公司仁武廠,2014年第2季,,公噸,1.566,公噸,,公噸,,公噸,完成年申報審查
Q7804417,裕民企業行,2014年第2季,,公噸,0.411,公噸,,公噸,,公噸,完成補件
L0001498,長生預拌混凝土股份有限公司,2014年第2季,,公噸,3.143,公噸,,公噸,,公噸,完成年申報審查
K8000642,誠信砂石股份有限公司,2014年第2季,,公噸,1.44,公噸,,公噸,,公噸,完成年申報審查
E56A5522,中聯資源股份有限公司沿海廠,2014年第2季,,公噸,2.745,公噸,,公噸,,公噸,完成年申報審查
E56A2083,中國鋼鐵股份有限公司(第二小鋼胚表面處理工場),2014年第2季,,公噸,0.718,公噸,,公噸,,公噸,完成年申報審查
E56A1233,亞港造船股份有限公司,2014年第2季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5005211,亞東預拌混凝土股份有限公司大順廠,2014年第2季,,公噸,1.848,公噸,,公噸,,公噸,完成年申報審查
A4100064,國產實業建設股份有限公司,2014年第2季,,公噸,2.441,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2014年第1季,,公噸,0.679,公噸,,公噸,,公噸,完成申報
T5006243,富喬砂石有限公司,2014年第1季,,公噸,7.586,公噸,,公噸,,公噸,完成補件
S29A1112,臺灣水泥股份有限公司鼓山水泥製品廠路竹分廠,2014年第1季,,公噸,0.837,公噸,,公噸,,公噸,完成年申報審查
S2804557,綠建股份有限公司阿蓮廠,2014年第1季,,公噸,0.006,公噸,,公噸,,公噸,完成年申報審查
S26A0822,京福工程有限公司,2014年第1季,,公噸,0.78,公噸,,公噸,,公噸,完成年申報審查
S24A0872,介慶企業股份有限公司鳥松廠,2014年第1季,,公噸,2.635,公噸,,公噸,,公噸,完成年申報審查
S2202419,太爺企業股份有限公司仁武廠,2014年第1季,,公噸,1.451,公噸,,公噸,,公噸,完成年申報審查
Q7804417,裕民企業行,2014年第1季,,公噸,0.618,公噸,,公噸,,公噸,完成補件
L0001498,長生預拌混凝土股份有限公司,2014年第1季,,公噸,3.435,公噸,,公噸,,公噸,完成年申報審查
K8000642,誠信砂石股份有限公司,2014年第1季,,公噸,2.16,公噸,,公噸,,公噸,完成年申報審查
K7305399,長信環保工程有限公司,2014年第1季,,公噸,1.54,公噸,,公噸,,公噸,完成年申報審查
E56A5522,中聯資源股份有限公司沿海廠,2014年第1季,,公噸,2.742,公噸,,公噸,,公噸,完成年申報審查
E56A2083,中國鋼鐵股份有限公司(第二小鋼胚表面處理工場),2014年第1季,,公噸,0.618,公噸,,公噸,,公噸,完成年申報審查
E56A1233,亞港造船股份有限公司,2014年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5401731,華運倉儲實業股份有限公司,2014年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5005211,亞東預拌混凝土股份有限公司大順廠,2014年第1季,,公噸,2.434,公噸,,公噸,,公噸,完成年申報審查
A4100064,國產實業建設股份有限公司,2014年第1季,,公噸,2.43,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2013年第4季,,公噸,0.65,公噸,,公噸,,公噸,完成申報
F1102909,全定化學工業有限公司汐止廠,2013年第4季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
F0905602,捷美企業有限公司二廠,2013年第4季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
E5405006,宜昇股份有限公司,2013年第4季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2013年第3季,,公噸,0.823,公噸,,公噸,,公噸,完成申報
F1102909,全定化學工業有限公司汐止廠,2013年第3季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2013年第2季,,公噸,0.698,公噸,,公噸,,公噸,完成申報
F1102909,全定化學工業有限公司汐止廠,2013年第2季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
Z6600019,台灣電力股份有限公司馬祖區營業處-東引電廠,2013年第1季,,公噸,0.658,公噸,,公噸,,公噸,完成申報
F1102909,全定化學工業有限公司汐止廠,2013年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
N0807183,繼茂橡膠工業股份有限公司,2012年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
H4313348,精材科技股份有限公司中壢廠,2012年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
F0721768,哈博森股份有限公司,2010年第3季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
R0000165,凱士士企業股份有限公司附設工廠,2010年第1季,,公噸,,公噸,,公噸,,公噸,完成年申報審查
P5801657,台灣塑膠工業(股)公司麥寮聚氯乙烯廠,2009年第4季,,公噸,,公噸,,公噸,,公噸,申報中
P5805799,南亞塑膠工業股份有限公司海豐總廠乙二醇三廠,2009年第2季,,公噸,,公噸,,公噸,,公噸,申報中
Z6603001,馬祖酒廠實業股份有限公司(東引酒廠),2015年第2季,1.048,公噸,,公噸,0.001,公噸,0.072,公噸,核算確認中
Z6603001,馬祖酒廠實業股份有限公司(東引酒廠),2015年第1季,0.927,公噸,,公噸,0.001,公噸,0.068,公噸,完成核算
Z6400019,台灣電力(股)公司協和發電廠馬祖珠山分廠-北竿機組,2015年第2季,0.002,公噸,0.003,公噸,0,公噸,0.063,公噸,核算確認中
Z6400019,台灣電力股份有限公司馬祖區營業處-北竿電廠,2015年第1季,,公噸,0.001,公噸,,公噸,,公噸,完成申報
Z6303328,台灣電力(股)公司協和發電廠馬祖珠山分廠-珠山機組,2015年第2季,0.004,公噸,3.671,公噸,9.554,公噸,149.972,公噸,核算確認中
Z6303006,馬祖酒廠實業股份有限公司,2015年第2季,1.559,公噸,,公噸,0.001,公噸,0.154,公噸,核算確認中
Z6303006,馬祖酒廠實業股份有限公司,2015年第1季,1.859,公噸,,公噸,0.002,公噸,0.249,公噸,完成核算
Z6300023,台灣電力(股)公司協和發電廠馬祖珠山分廠-南竿機組,2015年第2季,0.007,公噸,0.758,公噸,0,公噸,28.625,公噸,核算確認中
Z6300023,台灣電力股份有限公司馬祖區營業處-南竿電廠,2015年第1季,,公噸,0.65,公噸,,公噸,,公噸,完成申報
X0901036,台灣電力股份有限公司澎湖區營業處七美發電廠,2015年第2季,0.022,公噸,0.254,公噸,0.038,公噸,16.164,公噸,核算確認中
X0901036,台灣電力股份有限公司澎湖區營業處七美發電廠,2015年第1季,0.025,公噸,0.203,公噸,0.029,公噸,12.75,公噸,完成核算
X0801031,台灣電力股份有限公司澎湖區營業處望安發電廠,2015年第2季,0.022,公噸,0.258,公噸,0.039,公噸,20.076,公噸,核算確認中
X0801031,台灣電力股份有限公司澎湖區營業處望安發電廠,2015年第1季,0.024,公噸,0.188,公噸,0.027,公噸,14.328,公噸,完成核算
X0704126,共合造船廠,2015年第2季,0.366,公噸,,公噸,,公噸,,公噸,核算確認中
X0704126,共合造船廠,2015年第1季,0.121,公噸,,公噸,,公噸,,公噸,完成核算
X0704117,金泉泰造船廠,2015年第2季,0.047,公噸,,公噸,,公噸,,公噸,核算確認中
X0704117,金泉泰造船廠,2015年第1季,0.034,公噸,,公噸,,公噸,,公噸,完成核算
X0604130,國福造船廠,2015年第2季,0.17,公噸,,公噸,,公噸,,公噸,核算確認中
X0604130,國福造船廠,2015年第1季,0.294,公噸,,公噸,,公噸,,公噸,完成核算
X0504493,新珊洗衣店,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,核算確認中
X0504493,新珊洗衣店,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
X0504233,豪信預拌混凝土有限公司林投廠,2015年第2季,,公噸,,公噸,0,公噸,0,公噸,核算確認中
X0504233,豪信預拌混凝土有限公司林投廠,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
X0504180,台灣中油股份有限公司油品行銷事業部嘉南營業處湖西供油服務中心,2015年第2季,7.14,公噸,,公噸,,公噸,,公噸,核算確認中
X0504180,台灣中油股份有限公司油品行銷事業部嘉南營業處湖西供油服務中心,2015年第1季,6.74,公噸,,公噸,,公噸,,公噸,完成核算
X0504082,泰永企業行瀝青混凝土廠,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,核算確認中
X0504082,泰永企業行瀝青混凝土廠,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
X0501527,空軍馬公基地勤務隊,2015年第2季,0,公噸,,公噸,0,公噸,0.009,公噸,核算確認中
X0501527,空軍馬公基地勤務隊,2015年第1季,0,公噸,,公噸,0,公噸,0.006,公噸,完成核算
X0501447,法務部矯正署澎湖監獄,2015年第2季,0.001,公噸,,公噸,0.001,公噸,0.072,公噸,核算確認中
X0501447,法務部矯正署澎湖監獄,2015年第1季,0.001,公噸,,公噸,0.001,公噸,0.096,公噸,完成核算
X0501241,柄森企業有限公司湖西廠,2015年第2季,,公噸,3.363,公噸,,公噸,,公噸,完成申報
X0501232,臺灣電力股份有限公司尖山發電廠,2015年第2季,0.007,公噸,13.653,公噸,133.939,公噸,263.071,公噸,核算確認中
X0501232,臺灣電力股份有限公司尖山發電廠,2015年第1季,0.007,公噸,9.417,公噸,105.834,公噸,253.319,公噸,完成核算
X04A2871,權耀工程有限公司,2015年第2季,0.023,公噸,,公噸,,公噸,,公噸,核算確認中
X04A2871,權耀工程有限公司,2015年第1季,0.022,公噸,,公噸,0,公噸,0,公噸,完成核算
X04A1477,展豐保麗龍廠,2015年第2季,0.023,公噸,,公噸,0.638,公噸,0.443,公噸,核算確認中
X04A1477,展豐保麗龍廠,2015年第1季,0.04,公噸,,公噸,0.182,公噸,0.127,公噸,完成核算
X04A0726,光美洗衣店,2015年第2季,0.01,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0726,光美洗衣店,2015年第1季,0.01,公噸,,公噸,,公噸,,公噸,完成核算
X04A0677,富勝造船廠,2015年第2季,0.212,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0677,富勝造船廠,2015年第1季,0.17,公噸,,公噸,,公噸,,公噸,完成核算
X04A0667,重光洗衣店,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0667,重光洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
X04A0657,遠東洗衣店,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0657,遠東洗衣店,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X04A0627,明清洗衣店,2015年第2季,0.02,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0627,明清洗衣店,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
X04A0617,顏遜造船所,2015年第2季,0.022,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0617,顏遜造船所,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X04A0607,宏興造船廠,2015年第2季,0.033,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0607,宏興造船廠,2015年第1季,0.018,公噸,,公噸,,公噸,,公噸,完成核算
X04A0598,麗衣坊洗衣店,2015年第2季,0.03,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0598,麗衣坊洗衣店,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
X04A0588,快而潔洗衣店大仁店,2015年第2季,0.03,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0588,快而潔洗衣店大仁店,2015年第1季,0.02,公噸,,公噸,,公噸,,公噸,完成核算
X04A0578,快而潔洗衣店民生店,2015年第2季,0.04,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0578,快而潔洗衣店民生店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
X04A0558,進泉企業行,2015年第2季,0.34,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0558,進泉企業行,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X04A0548,芳鄰洗衣店,2015年第2季,0.01,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0548,芳鄰洗衣店,2015年第1季,0.01,公噸,,公噸,,公噸,,公噸,完成核算
X04A0439,華信洗衣店,2015年第2季,0.04,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0439,華信洗衣店,2015年第1季,0.2,公噸,,公噸,,公噸,,公噸,完成核算
X04A0429,全統洗衣店,2015年第2季,0.04,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0429,全統洗衣店,2015年第1季,0.03,公噸,,公噸,,公噸,,公噸,完成核算
X04A0201,藍木商行,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0201,藍木商行,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X04A0172,有志商會印刷廠,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0172,有志商會印刷廠,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X04A0162,富國印刷廠,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
X04A0162,富國印刷廠,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
X0405824,三軍總醫院澎湖分院附設民眾診療服務處,2015年第2季,0.001,公噸,,公噸,0.001,公噸,0.091,公噸,核算確認中
X0405824,三軍總醫院澎湖分院附設民眾診療服務處,2015年第1季,0.001,公噸,,公噸,0.001,公噸,0.137,公噸,完成核算
X0405735,新來來租賃行,2015年第2季,0,公噸,,公噸,0.01,公噸,0.007,公噸,核算確認中
X0405735,新來來租賃行,2015年第1季,0,公噸,,公噸,0.01,公噸,0.007,公噸,完成核算
X0405655,嘉華大飯店有限公司,2015年第2季,0,公噸,,公噸,0,公噸,0.007,公噸,核算確認中
X0405655,嘉華大飯店有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0.005,公噸,完成核算
X0405575,衛生福利部澎湖老人之家,2015年第2季,0.001,公噸,,公噸,0,公噸,0.002,公噸,核算確認中
X0405575,衛生福利部澎湖老人之家,2015年第1季,0.001,公噸,,公噸,0,公噸,0.002,公噸,完成核算
X0405128,和順企業行,2015年第2季,0.011,公噸,,公噸,0.086,公噸,0.059,公噸,核算確認中
X0405128,和順企業行,2015年第1季,0.001,公噸,,公噸,0.086,公噸,0.059,公噸,完成核算
X0405093,皓仁預拌企業有限公司,2015年第2季,,公噸,1.915,公噸,,公噸,,公噸,完成申報
X0402341,豪信預拌混凝土有限公司,2015年第2季,,公噸,0.039,公噸,,公噸,,公噸,完成申報
X0402243,興周造船廠,2015年第2季,0.04,公噸,,公噸,,公噸,,公噸,核算確認中
X0402243,興周造船廠,2015年第1季,0.027,公噸,,公噸,,公噸,,公噸,完成核算
X0402127,澎湖防衛指揮部,2015年第2季,0,公噸,,公噸,0,公噸,0.003,公噸,核算確認中
X0402127,澎湖防衛指揮部,2015年第1季,0,公噸,,公噸,0,公噸,0.004,公噸,完成核算
X0402038,澎興造船廠,2015年第2季,0.025,公噸,,公噸,,公噸,,公噸,核算確認中
X0402038,澎興造船廠,2015年第1季,0.005,公噸,,公噸,,公噸,,公噸,完成核算
X0402010,昇億船舶工業股份有限公司,2015年第2季,0.004,公噸,,公噸,,公噸,,公噸,核算確認中
X0402010,昇億船舶工業股份有限公司,2015年第1季,0.004,公噸,,公噸,,公噸,,公噸,完成核算
X0402001,行政院農業委員會水產試驗所澎湖海洋生物研究中心馬公試驗場,2015年第2季,0,公噸,,公噸,0,公噸,0,公噸,核算確認中
X0402001,行政院農業委員會水產試驗所澎湖海洋生物研究中心馬公試驗場,2015年第1季,0,公噸,,公噸,0,公噸,0,公噸,完成核算
X0401906,中鼎豆類食品工廠,2015年第2季,0,公噸,,公噸,0.068,公噸,0.047,公噸,核算確認中
X0401906,中鼎豆類食品工廠,2015年第1季,0,公噸,,公噸,0.094,公噸,0.065,公噸,完成核算
X0401862,寰一實業有限公司,2015年第2季,0,公噸,,公噸,0.137,公噸,0.095,公噸,核算確認中
X0401862,寰一實業有限公司,2015年第1季,0,公噸,,公噸,0.034,公噸,0.024,公噸,完成核算
X0401728,佳期企業股份有限公司,2015年第2季,0,公噸,,公噸,0,公噸,0.006,公噸,核算確認中
X0401728,佳期企業股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0.005,公噸,完成核算
X0401719,勝國大飯店股份有限公司,2015年第2季,0,公噸,,公噸,0.036,公噸,0.025,公噸,核算確認中
X0401719,勝國大飯店股份有限公司,2015年第1季,,公噸,,公噸,0.036,公噸,0.025,公噸,完成核算
X0401657,澎湖縣馬公市中興國民小學,2015年第2季,0,公噸,,公噸,0,公噸,0.002,公噸,核算確認中
X0401657,澎湖縣馬公市中興國民小學,2015年第1季,0,公噸,,公噸,0,公噸,0.002,公噸,完成核算
X0401639,澎湖縣馬公市中正國民小學,2015年第2季,0,公噸,,公噸,0,公噸,0.004,公噸,核算確認中
X0401639,澎湖縣馬公市中正國民小學,2015年第1季,0,公噸,,公噸,0,公噸,0.002,公噸,完成核算
X0401586,台灣電力股份有限公司澎湖區營業處虎井發電廠,2015年第2季,0.005,公噸,,公噸,0.008,公噸,6.441,公噸,核算確認中
X0401586,台灣電力股份有限公司澎湖區營業處虎井發電廠,2015年第1季,0.005,公噸,,公噸,0.001,公噸,5.581,公噸,完成核算
X0401559,龍峰預拌混凝土有限公司,2015年第2季,,公噸,3.297,公噸,,公噸,,公噸,完成申報
X0400132,寶華大飯店股份有限公司,2015年第2季,0,公噸,,公噸,0,公噸,0.005,公噸,核算確認中
X0400132,寶華大飯店股份有限公司,2015年第1季,0,公噸,,公噸,0,公噸,0.005,公噸,完成核算
X0400061,郁洲瀝青工業有限公司,2015年第2季,0.001,公噸,0.081,公噸,0,公噸,0.001,公噸,核算確認中
X0400061,郁洲瀝青工業有限公司,2015年第1季,0.001,公噸,1.413,公噸,0,公噸,0,公噸,完成核算
W0804065,華邦企業社,2015年第2季,0.004,公噸,,公噸,,公噸,,公噸,核算確認中
W0804065,華邦企業社,2015年第1季,0.005,公噸,,公噸,,公噸,,公噸,完成核算
W0803559,台灣電力股份有限公司塔山發電廠麒麟分廠,2015年第2季,0.01,公噸,0.449,公噸,0.164,公噸,29.481,公噸,完成申報
W0803559,台灣電力股份有限公司塔山發電廠麒麟分廠,2015年第1季,0.009,公噸,0.426,公噸,0.168,公噸,22.923,公噸,完成核算
W0803264,開利汽車保養廠,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0803264,開利汽車保養廠,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
W0803255,發福車行,2015年第2季,0.006,公噸,,公噸,,公噸,,公噸,核算確認中
W0803255,發福車行,2015年第1季,0.006,公噸,,公噸,,公噸,,公噸,完成核算
W0803059,發美營造有限公司,2015年第2季,0.008,公噸,,公噸,0,公噸,0,公噸,核算確認中
W0803059,發美營造有限公司,2015年第1季,0.008,公噸,,公噸,0,公噸,0,公噸,完成核算
W0605446,明興汽車行,2015年第2季,0.022,公噸,,公噸,,公噸,,公噸,核算確認中
W0605446,明興汽車行,2015年第1季,0.016,公噸,,公噸,,公噸,,公噸,完成核算
W0603693,東林汽車修護保養廠,2015年第2季,0,公噸,,公噸,,公噸,,公噸,核算確認中
W0603693,東林汽車修護保養廠,2015年第1季,0,公噸,,公噸,,公噸,,公噸,完成核算
W0603675,金門遠東酒廠股份有限公司,2015年第2季,0.072,公噸,,公噸,,公噸,,公噸,核算確認中
W0603675,金門遠東酒廠股份有限公司,2015年第1季,0.051,公噸,,公噸,,公噸,,公噸,完成核算
W0603666,振弘,2015年第2季,0.006,公噸,,公噸,,公噸,,公噸,核算確認中
W0603666,振弘,2015年第1季,0.006,公噸,,公噸,,公噸,,公噸,完成核算
W0603540,金門縣殯葬管理所,2015年第2季,0.002,公噸,,公噸,,公噸,,公噸,核算確認中
W0603540,金門縣殯葬管理所,2015年第1季,0.001,公噸,,公噸,,公噸,,公噸,完成核算
